PGC014487   61.804195 -17.203950  7.9 22.4 -999.0 15.49 0.03 15.36 0.01 14.245 0.001 0    AIS_186_50186_0001_sv29/AIS_186_sg29                            AIS    128.00   128.00
NGC1519     62.031561 -17.192868  3.0 25.6    2.8 15.95 0.01 15.51 0.01 12.913 0.001 855  AIS_186_50186_0001_sv29/AIS_186_sg29                            AIS    128.00   128.00
ESO359-022  62.189941 -35.389356  8.6 19.1 -999.0 17.13 0.01 16.99 0.01 16.645 0.006 0    GI1_009017_HPJ0411m35_21049/GI1_009017_HPJ0411m35               GII   1549.05  1549.05
IC2035      62.257649 -45.517592 -2.6 16.5 -999.0 18.76 0.23 16.10 0.02 11.564 0.001 933  AIS_419_50419_0001_sv04/AIS_419_sg04                            AIS    107.00   107.00
NGC1533     62.465849 -56.118495 -2.5 18.4    3.0 16.49 0.05 15.59 0.03 10.390 0.001 933  GI3_087004_NGC1533_23385/GI3_087004_NGC1533                     GII   3146.10  1517.05
ESO420-009  62.752711 -31.407467  5.0 18.3 -999.0 15.65 0.01 15.41 0.01 13.390 0.002 0    AIS_303_50303_0001_sv91/AIS_303_sg91                            AIS    196.00   196.00
ESO483-013  63.171322 -23.158943 -2.6 12.0 -999.0 15.85 0.01 15.42 0.02 13.503 0.001 0    GI4_095007_ESO483_G013_24147/GI4_095007_ESO483_G013             GII   2299.10  2299.10
NGC1546     63.651264 -56.060915 -0.4 13.4 -999.0 17.09 0.02 15.41 0.03 10.513 0.001 0    NGA_NGC1546_05068/NGA_NGC1546                                   NGS   2010.75  2010.75
NGC1553     64.043625 -55.780023 -2.3 15.1    5.1 16.39 0.03 14.55 0.01  8.830 0.001 933  NGA_NGC1546_05068/NGA_NGC1546                                   NGS   2010.75  2010.75
IC2056      64.101960 -60.206804  3.8 20.5    6.3 14.34 0.01 13.84 0.01 11.573 0.001 0    AIS_420_50420_0001_sv40/AIS_420_sg40                            AIS    188.00   188.00
NGC1556     64.436689 -50.164436  2.6 18.7    3.7 14.94 0.01 14.63 0.01 13.333 0.001 0    GI1_009038_NGC1556_21061/GI1_009038_NGC1556                     GII   3099.05  1504.00
IC2058      64.476119 -55.933017  6.5 21.5    3.7 16.11 0.01 15.64 0.01 13.167 0.002 0    NGA_NGC1546_05068/NGA_NGC1546                                   NGS   2010.75  2010.75
ESO550-024  65.307000 -21.845830  6.7 13.6    3.8 14.26 0.01 13.98 0.01 12.665 0.001 987  GI1_047026_UGCA090_21304/GI1_047026_UGCA090                     GII   1696.00  1696.00
NGC1592     67.420164 -27.408694  7.6 12.6 -999.0 14.17 0.01 14.13 0.01 14.318 0.001 0    GI1_009020_HPJ0429m27_21052/GI1_009020_HPJ0429m27               GII   3245.05  1552.00
ESO202-035  68.068681 -49.675887  3.5 23.8    2.3 15.33 0.01 14.92 0.01 12.610 0.001 988  AIS_419_50419_0001_sv68/AIS_419_sg68                            AIS    112.00   112.00
ESO551-016  68.918902 -21.988227  4.1 19.0    4.7 16.30 0.03 15.91 0.03 14.830 0.003 0    AIS_298_50298_0001_sv61/AIS_298_sg61                            AIS    142.00   142.00
PGC015625   69.102927  -9.513335  9.8 32.3 -999.0 15.60 0.07 15.34 0.03 15.428 0.003 0    AIS_187_50187_0001_sv27/AIS_187_sg27                            AIS    222.00   222.00
ESO202-041  69.236166 -52.175180  8.9 17.0    4.2 15.88 0.02 15.74 0.01 15.660 0.005 0    AIS_419_50419_0001_sv89/AIS_419_sg89                            AIS    173.00   173.00
ESO157-049  69.903689 -53.012570  5.5 24.3    0.6 17.63 0.13 17.22 0.03 12.652 0.001 0    AIS_420_50420_0001_sv14/AIS_420_sg14                            AIS    174.00   174.00
NGC1640     70.560419 -20.434823  3.0 19.1 -999.0 14.56 0.01 14.30 0.01 11.372 0.001 0    AIS_298_50298_0001_sv41/AIS_298_sg41                            AIS    301.00   301.00
ESO551-031  70.619850 -21.691460  6.7 23.5    1.0 16.92 0.12 16.38 0.04 14.702 0.002 0    AIS_298_50298_0001_sv50/AIS_298_sg50                            AIS    186.05   186.05
ESO361-009  71.745150 -35.916530  9.9 17.9 -999.0 16.47 0.03 16.19 0.01 15.892 0.035 0    AIS_304_50304_0001_sv70/AIS_304_sg70                            AIS    112.00   112.00
ESO421-019  72.302080 -29.207130  9.0 17.0 -999.0 14.53 0.01 14.33 0.01 13.218 0.002 0    AIS_304_50304_0001_sv29/AIS_304_sg29                            AIS    175.00   175.00
PGC016090   72.350404 -12.747515  9.0 29.2 -999.0 16.31 0.36 15.91 0.05 15.179 0.001 0    AIS_294_50294_0001_sv47/AIS_294_sg47                            AIS    127.00   127.00
NGC1679     72.479197 -31.965522  9.4 12.7    1.9 13.38 0.01 13.07 0.01 11.954 0.001 957  GI1_009056_NGC1679_21078/GI1_009056_NGC1679                     GII   3334.00  1638.00
ESO119-016  72.870026 -61.649696  9.7 26.6   12.0 16.11 0.01 15.81 0.01 14.665 0.001 0    GI4_095008_ESO119_G016_24148/GI4_095008_ESO119_G016             GII   3602.20  3602.20
ESO361-015  72.989000 -33.179270  6.7 19.5    3.6 15.64 0.01 15.19 0.01 13.146 0.003 954  AIS_304_50304_0001_sv67/AIS_304_sg67                            AIS    157.00   157.00
ESO422-005  73.023200 -28.591970  9.5 26.3    7.0 16.05 0.01 15.91 0.01 15.592 0.272 0    AIS_304_50304_0001_sv28/AIS_304_sg28                            AIS    188.00   188.00
NGC1703     73.217120 -59.742332  3.2 17.4 -999.0 14.05 0.01 13.52 0.01 11.541 0.001 0    AIS_420_50420_0001_sv79/AIS_420_sg79                            AIS    188.00   188.00
ESO485-021  73.221073 -25.246472  8.2 16.0 -999.0 14.22 0.01 14.07 0.01 13.596 0.023 0    AIS_298_50298_0001_sv87/AIS_298_sg87                            AIS    176.00   176.00
NGC1705     73.555973 -53.360988 -2.9  5.4    0.6 13.37 0.01 13.49 0.01 13.064 0.001 934  GI5_067008_AKARI_DFS7_25249/GI5_067008_AKARI_DFS7               GII   3429.85  1580.75
ESO085-014  73.682450 -62.800049  9.0 15.9 -999.0 14.43 0.01 13.95 0.02 13.339 0.001 0    AIS_421_50421_0001_sv17/AIS_421_sg17                            AIS    106.00   105.00
ESO361-019  73.719621 -37.320854  1.1 30.9 -999.0 15.60 0.01 15.28 0.01 14.171 0.002 0    AIS_414_50414_0001_sv06/AIS_414_sg06                            AIS    152.00   152.00
ESO486-003  74.890986 -22.697084  8.9 23.5 -999.0 16.69 0.08 16.62 0.02 15.554 0.001 0    AIS_299_50299_0001_sv64/AIS_299_sg64                            AIS    365.00   255.00
NGC1744     74.992200 -26.028090  6.7 10.9    1.6 13.10 0.02 12.81 0.01 11.768 0.001 991  LGAL_NGC1744_05636/LGAL_NGC1744                                 NGS   3368.15  3368.15
ESO085-030  75.373662 -63.293363 -0.4 31.1    9.4 15.60 0.01 15.28 0.01 13.227 0.001 938  AIS_421_50421_0001_sv27/AIS_421_sg27                            AIS    139.00   139.00
ESO486-021  75.833051 -25.422974  4.2 11.1 -999.0 15.32 0.01 15.10 0.01 14.536 0.001 0    GI4_095010_ESO486_G021_24150/GI4_095010_ESO486_G021             GII   1690.15  1690.15
NGC1792     76.309986 -37.980583  4.0 13.2    2.3 13.82 0.01 13.12 0.01  9.437 0.001 954  GI1_085101_NGC1792_21083/GI1_009066_NGC1792                     GII   3948.05  1954.05
NGC1800     76.606801 -31.954077  8.0  7.4 -999.0 14.72 0.01 14.43 0.01 12.811 0.003 0    NGA_NGC1800_05074/NGA_NGC1800                                   NGS   4597.85  1694.85
ESO422-033  76.704560 -27.657357  9.7 16.9 -999.0 15.56 0.01 15.42 0.01 14.560 0.003 0    AIS_304_50304_0001_sv15/AIS_304_sg15                            AIS    215.00   214.00
NGC1824     76.734164 -59.727516  8.9 13.8    1.8 14.90 0.01 14.43 0.01 13.140 0.001 936  AIS_420_50420_0001_sv87/AIS_420_sg87                            AIS    188.00   188.00
ESO085-047  76.930840 -62.990950  9.0 16.7 -999.0 15.29 0.01 15.09 0.01 15.117 0.018 0    AIS_421_50421_0001_sv26/AIS_421_sg26                            AIS    111.00   111.00
ESO305-009  77.032183 -38.309897  8.0 13.2    3.0 14.44 0.01 14.19 0.01 13.818 0.001 954  GI1_009064_HPJ0508m38_21081/GI1_009064_HPJ0508m38               GII   2826.10  2826.10
NGC1827     77.519105 -36.960375  5.9 11.6 -999.0 15.16 0.01 14.66 0.01 12.637 0.002 0    GI2_121004_LGG127_POS2_22120/GI2_121004_LGG127_POS2             GII   2155.00  2155.00
ESO553-017  77.799890 -19.612803  5.0 38.2    0.7 17.04 0.03 16.85 0.02 15.933 0.009 0    AIS_299_50299_0001_sv21/AIS_299_sg21                            AIS    224.00   224.00
ESO362-009  77.997256 -32.972063  9.1 10.2 -999.0 14.10 0.01 13.86 0.01 13.189 0.001 0    GI1_047029_UGCA106_21306/GI1_047029_UGCA106                     GII   4451.30  1637.00
ESO305-017  78.751506 -41.392456  9.9 14.3 -999.0 15.73 0.01 15.44 0.01 14.657 0.001 0    GI1_009045_HPJ0515m41_21067/GI1_009045_HPJ0515m41               GII   4058.00  2717.00
ESO423-002  78.817973 -30.526685  6.5 21.4    1.9 15.21 0.01 14.80 0.01 12.729 0.001 886  AIS_304_50304_0001_sv42/AIS_304_sg42                            AIS    226.00   220.00
ESO362-011  79.161786 -37.102840  4.3 20.2    3.9 15.26 0.02 14.70 0.02 11.674 0.001 955  GI1_009071_HPJ0516m37_21086/GI1_009071_HPJ0516m37               GII   8452.45  1934.00
NGC1879     79.950593 -32.142932  8.6 21.1    4.8 14.57 0.07 14.40 0.01 13.188 0.001 0    GI1_009050_NGC1879_21072/GI1_009050_NGC1879                     GII   5227.45  2647.00
ESO362-019  80.265460 -36.956730  8.9 16.5    1.4 15.17 0.01 14.96 0.01 14.651 0.001 955  AIS_414_50414_0001_sv61/AIS_414_sg61                            AIS    112.00   112.00
IC2135      83.305347 -36.399266  5.9 25.2   11.9 14.98 0.01 14.55 0.01 11.874 0.001 959  AIS_305_50305_0001_sv68/AIS_305_sg68                            AIS    208.00   208.00
ESO120-012  84.996724 -58.584689  7.1 14.4    2.2 14.85 0.01 14.65 0.01 14.072 0.001 0    AIS_416_50416_0001_sv27/AIS_416_sg27                            AIS    176.00   176.00
ESO159-025  85.775870 -52.706139 10.0 11.8 -999.0 16.36 0.14 16.01 0.02 15.192 0.021 0    AIS_415_50415_0001_sv87/AIS_415_sg87                            AIS    166.00    64.00
NGC2101     86.600850 -52.088620  9.9 13.3 -999.0 14.62 0.01 14.30 0.01 13.774 0.036 0    GI1_009049_NGC2101_21071/GI1_009049_NGC2101                     GII   3686.00  2289.85
NGC2104     86.768892 -51.552576  8.7 14.1    2.9 14.93 0.01 14.52 0.01 13.220 0.001 940  GI1_009049_NGC2101_21071/GI1_009049_NGC2101                     GII   3686.00  2289.85
ESO120-021  88.310700 -59.066380 10.0 17.4 -999.0 16.35 0.05 16.07 0.01 15.618 0.030 0    AIS_416_50416_0001_sv37/AIS_416_sg37                            AIS    184.00   184.00
UGC04024   117.138625  62.207304  5.8 33.2    3.5 16.57 0.07 16.14 0.02 14.104 0.005 486  AIS_73_50073_0001_sv85/AIS_73_sg85                              AIS    112.00   112.00
NGC2460    119.217974  60.349392  1.9 31.9   11.7 15.16 0.08 14.85 0.08 11.107 0.002 0    AIS_76_50076_0001_sv40/AIS_76_sg40                              AIS    111.00   111.00
UGC04121   119.725558  58.043205  8.8 18.9 -999.0 16.79 0.02 16.52 0.05 15.208 0.002 0    AIS_76_50076_0001_sv59/AIS_76_sg59                              AIS    266.00   266.00
UGC04148   120.099351  42.194591  7.2 16.5    2.1 16.64 0.01 16.44 0.01 15.921 0.013 300  MISDR1_03938_0437_03238/MISDR1_03938_0437                       MIS   1673.05  1673.05
NGC2500    120.471726  50.737187  7.0 10.1 -999.0 13.57 0.01 13.34 0.01 11.817 0.001 0    NGA_NGC2500_05088/NGA_NGC2500                                   NGS   2973.65  2973.60
UGC04169   120.637613  61.388083  5.8 32.6    1.1 15.11 0.01 14.81 0.01 13.487 0.005 486  AIS_76_50076_0001_sv22/AIS_76_sg22                              AIS    107.00   107.00
UGC04151   121.078618  77.816649  7.9 30.5 -999.0 15.37 0.03 15.00 0.01 13.065 0.001 0    AIS_72_50072_0001_sv16/AIS_72_sg16                              AIS    103.00   103.00
NGC2543    123.241433  36.254596  3.0 33.6    4.2 15.14 0.01 14.77 0.01 11.909 0.001 408  MISDR2_04288_0826_15295/MISDR2_04288_0826                       MIS   1628.05  1628.05
NGC2537    123.310350  45.991675  8.7  7.9    1.5 13.98 0.01 13.69 0.01 11.727 0.001 0    NGA_NGC2537_05089/NGA_NGC2537                                   NGS   3207.00  3207.00
IC2233     123.495150  45.743130  6.5 13.3    1.4 14.47 0.01 14.18 0.01 13.298 0.001 299  NGA_NGC2537_05089/NGA_NGC2537                                   NGS   3207.00  3207.00
NGC2541    123.667218  49.061618  6.0 12.4    1.5 13.40 0.01 13.26 0.01 12.195 0.001 296  MISDR1_03521_0440_03247/MISDR1_03521_0440                       MIS   6537.45  3389.05
UGC04306   124.403286  35.446008  1.3 33.6    2.2 18.74 0.05 17.50 0.07 12.547 0.001 586  AIS_89_50089_0001_sv05/AIS_89_sg05                              AIS    222.00   112.00
UGC04305   124.770081  70.720186  9.9  3.3    0.9 12.25 0.05 12.15 0.05 12.040 0.005 217  GI3_050003_HolmbergII_23043/GI3_050003_HolmbergII               GII  21091.90 21091.90
NGC2552    124.835550  50.009670  9.0 11.9    2.0 14.28 0.01 14.10 0.01 12.833 0.001 296  MISDR1_03473_0440_03244/MISDR1_03473_0440                       MIS   3383.15  1696.00
NGC2551    126.209258  73.412064  0.5 34.1 -999.0 15.96 0.01 15.62 0.02 12.019 0.001 0    DNE_ZCAM_05690/DNE_ZCAM                                         NGS  13521.35  2708.05
UGC04390   126.966235  73.517471  6.6 33.5 -999.0 15.76 0.01 15.51 0.01 13.888 0.015 0    DNE_ZCAM_05690/DNE_ZCAM                                         NGS  13521.35  2708.05
UGC04426   127.118337  41.856409  9.8  8.2    2.6 16.83 0.02 16.43 0.03 15.487 0.011 301  GI1_047032_UGC04426_21307/GI1_047032_UGC04426                   GII   1696.00  1696.00
UGC04413   127.439893  73.857547  6.0 37.6    0.1 16.96 0.04 16.60 0.09 15.583 0.001 0    AIS_72_50072_0001_sv56/AIS_72_sg56                              AIS    119.00   119.00
NGC2608    128.822289  28.473461  3.3 26.5    4.5 15.67 0.01 15.12 0.02 11.878 0.001 569  MISGCSAN_15766_1268_40071/MISGCSAN_15766_1268                   MIS   1684.15  1684.15
UGC04483   129.261627  69.775918  9.8  3.4    0.2 15.68 0.01 15.59 0.01 15.637 0.044 217  NGA_UGC4483_05096/NGA_UGC4483                                   NGS   1399.00  1399.00
NGC2591    129.355570  78.026289  5.9 21.0    2.2 16.56 0.01 15.98 0.01 11.921 0.001 122  AIS_72_50072_0001_sv09/AIS_72_sg09                              AIS    150.00   144.00
UGC04499   129.422413  51.653016  8.0 12.8 -999.0 14.78 0.01 14.57 0.01 13.915 0.003 0    MISDR1_03334_0445_03263/MISDR1_03334_0445                       MIS   3387.20  1700.05
UGC04514   129.909151  53.456929  5.9 17.9    3.5 15.46 0.01 15.20 0.01 13.858 0.002 292  MISDR1_03249_0444_03260/MISDR1_03249_0444                       MIS   1574.85  1574.85
NGC2648    130.665890  14.285562  1.1 34.3    0.2 18.08 0.10 16.60 0.05 11.262 0.001 0    GI1_026008_Arp89_21198/GI1_026008_Arp89                         GII   1691.05  1691.05
PGC024469  130.700885  14.265205  4.2 27.4 -999.0 17.10 0.02 16.52 0.05 14.312 0.002 0    GI1_026008_Arp89_21198/GI1_026008_Arp89                         GII   1691.05  1691.05
UGC04550   130.816796  13.085964  3.4 37.7    7.9 17.16 0.08 16.36 0.05 13.234 0.001 579  AIS_196_50196_0001_sv50/AIS_196_sg50                            AIS    222.00   222.00
UGC04543   130.839276  45.736205  7.9 30.0 -999.0 15.06 0.04 14.87 0.04 14.479 0.004 0    PS_IFALynx_MOS21_08520/PS_IFALynx_MOS21                         DIS   6751.15  6751.15
UGC04551   131.024700  49.793852 -1.9 23.0 -999.0 19.16 0.04 17.66 0.02 12.002 0.001 0    MISDR1_03423_0445_03266/MISDR1_03423_0445                       MIS   3224.55  1533.05
UGC04559   131.031947  30.119085  2.1 38.4    5.6 17.26 0.05 16.76 0.07 12.544 0.001 570  MISGCSAN_04602_1269_40073/MISGCSAN_04602_1269                   MIS   1693.05  1693.05
UGC04549   131.089447  58.841971  8.1 17.2 -999.0 15.72 0.08 15.70 0.02 12.996 0.004 0    AIS_76_50076_0001_sv34/AIS_76_sg34                              AIS    110.00   110.00
NGC2633    132.018990  74.098973  3.0 29.4    2.7 15.08 0.01 14.68 0.01 11.307 0.001 136  AIS_72_50072_0001_sv35/AIS_72_sg35                              AIS     60.25    53.15
NGC2654    132.299290  60.221263  2.0 26.2    2.5 16.35 0.05 15.86 0.04 11.133 0.001 167  AIS_76_50076_0001_sv16/AIS_76_sg16                              AIS    232.00   232.00
UGC04628   132.919274  51.118733  5.8 20.1    1.4 17.25 0.01 16.80 0.01 14.987 0.006 292  NGA_NGC2681_05099/NGA_NGC2681                                   NGS   1208.05  1208.05
NGC2681    133.386411  51.313604  0.4 15.3    2.8 16.65 0.01 14.83 0.02 10.169 0.001 292  NGA_NGC2681_05099/NGA_NGC2681                                   NGS   1208.05  1208.05
UGC04659   133.668282  47.105324  8.0 23.3 -999.0 16.79 0.01 16.39 0.01 14.993 0.004 0    MISDR2_03563_0764_15207/MISDR2_03563_0764                       MIS   3318.55  1633.05
NGC2685    133.894531  58.734410 -1.0 13.5    2.6 15.50 0.01 14.99 0.01 10.959 0.001 0    GI3_079007_NGC2685_23265/GI3_079007_NGC2685                     GII   2299.15  2299.15
NGC2655    133.908239  78.223301  0.1 24.4 -999.0 16.59 0.18 14.88 0.04  9.610 0.001 0    AIS_72_50072_0001_sv04/AIS_72_sg04                              AIS    142.00   142.00
UGC04704   134.751226  39.209979  7.9 10.9    1.3 15.90 0.01 15.59 0.01 14.814 0.020 0    NGA_IRAS08572_05101/NGA_IRAS08572                               NGS   2286.90  1246.90
NGC2701    134.773903  53.771599  5.2 40.8    6.0 14.61 0.01 14.25 0.01 12.233 0.001 392  AIS_80_50080_0001_sv07/AIS_80_sg07                              AIS     94.00    94.00
NGC2712    134.877018  44.913950  3.1 31.2    2.2 15.10 0.01 14.73 0.01 11.684 0.001 396  AIS_80_50080_0001_sv92/AIS_80_sg92                              AIS    215.00   105.00
NGC2710    134.951442  55.706361  3.1 50.4    4.6 15.76 0.01 15.45 0.01 13.008 0.001 0    MISDR1_03087_0448_03279/MISDR1_03087_0448                       MIS   1696.00  1696.00
UGC04722   135.098271  25.611552  7.9 26.2    2.1 15.75 0.02 15.52 0.01 15.491 0.002 0    AIS_193_50193_0001_sv13/AIS_193_sg13                            AIS    222.00   222.00
UGC04701   135.504561  78.277612  7.0 18.8 -999.0 16.78 0.06 16.40 0.01 14.650 0.003 0    AIS_72_50072_0001_sv04/AIS_72_sg04                              AIS    142.00   142.00
NGC2731    135.535322   8.301702  4.2 41.0    0.8 16.14 0.07 15.48 0.01 12.810 0.001 587  AIS_197_50197_0001_sv09/AIS_197_sg09                            AIS    217.05   217.05
NGC2735    135.661084  25.934486  3.0 47.3    6.5 16.25 0.01 16.02 0.01 12.374 0.006 0    AIS_193_50193_0001_sv22/AIS_193_sg22                            AIS    287.10   180.05
UGC04714   135.813340  78.563220  3.1 16.7 -999.0 16.73 0.05 16.27 0.01 13.653 0.002 0    AIS_72_50072_0001_sv04/AIS_72_sg04                              AIS    142.00   142.00
UGC04753   136.141102  45.292386  6.7 37.5    5.6 18.09 0.42 17.43 0.01 14.979 0.005 0    AIS_80_50080_0001_sv84/AIS_80_sg84                              AIS    185.00   185.00
NGC2743    136.225353  25.003900  7.9 39.9 -999.0 16.49 0.01 15.95 0.01 13.296 0.006 0    MISGCSAN_16236_2086_40183/MISGCSAN_16236_2086                   MIS   2137.15  2137.00
NGC2726    136.236642  59.932967  1.0 24.0 -999.0 16.92 0.01 16.20 0.01 12.443 0.001 167  AIS_77_50077_0001_sv63/AIS_77_sg63                              AIS    744.05   264.00
NGC2750    136.449700  25.437430  5.3 38.4 -999.0 14.69 0.01 14.27 0.01 11.938 0.001 0    AIS_193_50193_0001_sv22/AIS_193_sg22                            AIS    287.10   180.05
UGC04777   136.668564  34.619197  9.2 33.6    2.0 16.80 0.02 16.37 0.02 14.722 0.008 389  AIS_215_50215_0001_sv03/AIS_215_sg03                            AIS    112.00   112.00
NGC2742    136.889776  60.479448  5.3 23.8    2.0 14.71 0.01 14.21 0.01 11.215 0.001 167  AIS_77_50077_0001_sv63/AIS_77_sg63                              AIS    744.05   264.00
UGC04787   136.895920  33.275530  7.9  7.8 -999.0 15.96 0.01 15.61 0.01 14.358 0.003 0    GI4_095012_UGC04787_24152/GI4_095012_UGC04787                   GII   1595.00  1595.00
NGC2715    137.025975  78.085355  5.2 21.9    2.9 14.32 0.01 13.92 0.01 11.184 0.001 122  AIS_72_50072_0001_sv03/AIS_72_sg03                              AIS    144.00   144.00
UGC04797   137.044572   5.927763  8.8 19.6 -999.0 16.63 0.01 16.05 0.02 14.271 0.005 0    MISDR3_24119_1191_16029/MISDR3_24119_1191                       MIS   3119.50  3119.50
NGC2764    137.072973  21.443379 -1.8 37.4 -999.0 17.11 0.09 16.32 0.01 12.193 0.001 0    AIS_193_50193_0001_sv55/AIS_193_sg55                            AIS    216.00   216.00
UGC04800   137.330995  54.911837  5.9 45.1    0.6 16.72 0.01 16.34 0.01 14.127 0.003 392  MISDR1_03124_0450_03285/MISDR1_03124_0450                       MIS   4042.15  3066.15
NGC2770    137.390214  33.123451  5.3 30.4    3.3 15.01 0.01 14.59 0.01 11.925 0.001 389  AIS_214_50214_0001_sv48/AIS_214_sg48                            AIS    208.00   208.00
NGC2775    137.583953   7.037979  1.7 17.0 -999.0 15.43 0.01 14.42 0.02  9.473 0.001 0    NGA_NGC2775_05102/NGA_NGC2775                                   NGS   1669.05  1669.05
NGC2768    137.905841  60.037458 -4.5 20.1    3.1 16.94 0.06 14.70 0.07  9.646 0.001 167  NGA_NGC2768_05103/NGA_NGC2768                                   NGS   1659.30  1659.30
UGC04834   137.962020  34.963559  8.0 27.6 -999.0 17.41 0.02 17.19 0.02 15.710 0.004 0    AIS_214_50214_0001_sv35/AIS_214_sg35                            AIS    108.00   108.00
UGC04837   138.039600  35.531600  8.7 28.9 -999.0 16.63 0.10 16.26 0.04 15.042 0.005 0    AIS_85_50085_0001_sv94/AIS_85_sg94                              AIS    106.00   106.00
NGC2776    138.060538  44.954873  5.2 27.6    8.0 14.09 0.01 13.70 0.01 11.539 0.001 0    AIS_85_50085_0001_sv14/AIS_85_sg14                              AIS    104.05   104.05
UGC04845   138.107803   9.955413  6.9 41.3    2.4 16.77 0.08 16.23 0.06 14.175 0.010 582  AIS_194_50194_0001_sv84/AIS_194_sg84                            AIS    187.00   187.00
NGC2780    138.184865  34.925594  3.0 55.6   24.5 17.06 0.02 16.29 0.03 13.264 0.001 0    AIS_214_50214_0001_sv34/AIS_214_sg34                            AIS    106.00   105.00
NGC2748    138.429388  76.475236  4.0 21.6    1.4 14.91 0.01 14.45 0.01 11.160 0.001 122  AIS_72_50072_0001_sv12/AIS_72_sg12                              AIS    105.00   104.00
NGC2782    138.521287  40.113657  1.1 23.4   10.7 14.75 0.01 14.24 0.01 11.232 0.014 0    NGA_NGC2782_05105/NGA_NGC2782                                   NGS   3460.10  3459.10
UGC04867   138.679675  40.879928  7.0 33.3 -999.0 15.56 0.01 15.33 0.01 14.499 0.006 0    AIS_85_50085_0001_sv42/AIS_85_sg42                              AIS    200.05   107.00
UGC04841   138.698888  74.232402  6.9 27.3    9.8 14.95 0.01 14.70 0.01 13.133 0.011 0    AIS_72_50072_0001_sv34/AIS_72_sg34                              AIS    115.05   109.05
UGC04871   138.733922  39.262725  8.8 33.4 -999.0 16.69 0.29 16.35 0.01 15.595 0.013 0    AIS_85_50085_0001_sv60/AIS_85_sg60                              AIS    213.00   108.00
UGC04878   138.861767  31.401682  9.0 25.0 -999.0 16.77 0.01 16.62 0.01 16.256 0.003 0    GI3_089009_CG10_23406/GI3_089009_CG10                           GII   2916.10  2915.10
NGC2793    139.194300  34.431680  8.7 26.3 -999.0 15.34 0.01 15.00 0.01 13.614 0.002 0    GI1_045003_NGC2793_21792/GI1_045003_NGC2793                     GII   3496.00  3496.00
NGC2798    139.345273  41.999978  1.1 25.7    3.1 16.51 0.01 15.54 0.02 11.366 0.001 0    NGA_NGC2798_05106/NGA_NGC2798                                   NGS   4271.20  2767.20
NGC2799    139.379530  41.993907  8.8 27.4 -999.0 16.20 0.01 15.74 0.02 13.679 0.001 0    NGA_NGC2798_05106/NGA_NGC2798                                   NGS   4271.20  2767.20
NGC2787    139.827383  69.203333 -1.0 10.2    3.9 17.49 0.23 15.68 0.04  9.922 0.001 153  AIS_74_50074_0001_sv26/AIS_74_sg26                              AIS    206.00   206.00
NGC2805    140.085004  64.102980  6.9 27.8    0.8 13.30 0.02 13.11 0.01 11.783 0.001 0    AIS_74_50074_0001_sv61/AIS_74_sg61                              AIS    112.00   112.00
UGC04953   140.107576  36.245640  7.0 29.1 -999.0 17.54 0.08 17.31 0.02 16.057 0.003 0    AIS_85_50085_0001_sv86/AIS_85_sg86                              AIS    105.00   104.00
NGC2814    140.297700  64.251940  2.8 27.1 -999.0 15.73 0.01 15.49 0.03 13.518 0.001 0    AIS_74_50074_0001_sv61/AIS_74_sg61                              AIS    112.00   112.00
UGC04970   140.439852  39.524689  5.7 55.5    4.5 18.31 0.09 17.71 0.09 14.502 0.002 398  AIS_85_50085_0001_sv50/AIS_85_sg50                              AIS     93.00    93.00
NGC2820    140.440427  64.257798  5.3 32.1    4.4 15.21 0.01 14.89 0.01 12.101 0.001 0    AIS_74_50074_0001_sv61/AIS_74_sg61                              AIS    112.00   112.00
NGC2844    140.450136  40.151265  0.6 37.9    9.3 16.60 0.08 16.25 0.01 12.389 0.001 388  AIS_85_50085_0001_sv50/AIS_85_sg50                              AIS     93.00    93.00
NGC2841    140.511219  50.976585  3.0 16.8    5.3 13.70 0.01 13.19 0.01  8.713 0.001 293  NGA_NGC2841_cen_05580/NGA_NGC2841_cen                           NGS  14387.05 10723.25
UGC04982   140.762661  44.554858  7.9 35.1 -999.0 16.65 0.02 16.14 0.01 13.329 0.001 0    AIS_85_50085_0001_sv12/AIS_85_sg12                              AIS    128.00   128.00
UGC04988   140.813275  34.734417  9.0 21.0 -999.0 17.11 0.04 16.78 0.01 14.914 0.003 0    AIS_214_50214_0001_sv28/AIS_214_sg28                            AIS    309.05   138.05
NGC2854    141.013174  49.204229  3.1 33.7    1.9 16.31 0.01 15.85 0.01 12.501 0.001 0    MISDR3_03371_0900_15764/MISDR3_03371_0900                       MIS   3081.00  1662.00
NGC2859    141.077201  34.513533 -1.2 27.3    1.9 17.13 0.18 15.78 0.21 10.467 0.001 0    GI5_063011_A779_FIELD2_25170/GI5_063011_A779_FIELD2             GII   1690.05  1689.05
UGC05004   141.141592  34.659383 10.0 24.5 -999.0 17.97 0.03 17.51 0.01 15.004 0.005 0    GI5_063011_A779_FIELD2_25170/GI5_063011_A779_FIELD2             GII   1690.05  1689.05
UGC05015   141.450252  34.277248  7.9 22.0 -999.0 16.64 0.02 16.30 0.01 14.354 0.224 0    GI5_063011_A779_FIELD2_25170/GI5_063011_A779_FIELD2             GII   1690.05  1689.05
UGC05020   141.506205  34.653300  5.8 32.4    2.5 16.89 0.02 16.55 0.01 14.431 0.002 381  GI5_063011_A779_FIELD2_25170/GI5_063011_A779_FIELD2             GII   1690.05  1689.05
