; Angstrom photons/s/cm2/A/sr
      1354.68      19.1135
      1354.69      21.8911
      1354.70      25.0061
      1354.71      28.5825
      1354.72      32.6374
      1354.73      37.1703
      1354.74      42.3583
      1354.75      48.1456
      1354.76      54.7552
      1354.77      62.2091
      1354.78      70.4978
      1354.79      79.9340
      1354.80      90.5415
      1354.81      102.299
      1354.82      115.642
      1354.83      130.593
      1354.84      147.111
      1354.85      165.797
      1354.86      186.667
      1354.87      209.651
      1354.88      235.567
      1354.89      264.419
      1354.90      296.092
      1354.91      331.689
      1354.92      370.683
      1354.93      414.413
      1354.94      462.834
      1354.95      515.703
      1354.96      574.801
      1354.97      640.024
      1354.98      711.008
      1354.99      790.095
      1355.00      877.092
      1355.01      971.463
      1355.02      1076.26
      1355.03      1191.16
      1355.04      1315.39
      1355.05      1452.90
      1355.06      1603.16
      1355.07      1765.08
      1355.08      1943.70
      1355.09      2135.77
      1355.10      2347.19
      1355.11      2576.92
      1355.12      2823.12
      1355.13      3093.22
      1355.14      3385.72
      1355.15      3698.13
      1355.16      4039.71
      1355.17      4408.37
      1355.18      4800.79
      1355.19      5228.38
      1355.20      5688.30
      1355.21      6176.18
      1355.22      6705.98
      1355.23      7273.86
      1355.24      7874.18
      1355.25      8523.83
      1355.26      9209.00
      1355.27      9948.74
      1355.28      10737.0
      1355.29      11565.5
      1355.30      12456.9
      1355.31      13403.3
      1355.32      14394.5
      1355.33      15457.0
      1355.34      16581.2
      1355.35      17754.3
      1355.36      19007.4
      1355.37      20328.2
      1355.38      21701.5
      1355.39      23163.0
      1355.40      24697.9
      1355.41      26287.8
      1355.42      27973.4
      1355.43      29715.0
      1355.44      31556.9
      1355.45      33479.1
      1355.46      35457.4
      1355.47      37541.6
      1355.48      39708.1
      1355.49      41929.2
      1355.50      44259.7
      1355.51      46672.6
      1355.52      49136.3
      1355.53      51710.9
      1355.54      54365.4
      1355.55      57064.5
      1355.56      59873.3
      1355.57      62756.8
      1355.58      65676.1
      1355.59      68700.8
      1355.60      71754.0
      1355.61      74907.7
      1355.62      78121.0
      1355.63      81349.5
      1355.64      84668.7
      1355.65      88034.2
      1355.66      91399.1
      1355.67      94841.2
      1355.68      98313.4
      1355.69      101767.
      1355.70      105281.
      1355.71      108806.
      1355.72      112292.
      1355.73      115818.
      1355.74      119292.
      1355.75      122791.
      1355.76      126265.
      1355.77      129665.
      1355.78      133065.
      1355.79      136417.
      1355.80      139672.
      1355.81      142902.
      1355.82      146060.
      1355.83      149099.
      1355.84      152087.
      1355.85      154978.
      1355.86      157731.
      1355.87      160406.
      1355.88      162962.
      1355.89      165362.
      1355.90      167659.
      1355.91      169791.
      1355.92      171804.
      1355.93      173665.
      1355.94      175349.
      1355.95      176892.
      1355.96      178269.
      1355.97      179460.
      1355.98      180493.
      1355.99      181349.
      1356.00      182017.
      1356.01      182512.
      1356.02      182823.
      1356.03      182950.
      1356.04      182894.
      1356.05      182653.
      1356.06      182234.
      1356.07      181629.
      1356.08      180853.
      1356.09      179889.
      1356.10      178750.
      1356.11      177456.
      1356.12      175978.
      1356.13      174336.
      1356.14      172558.
      1356.15      170604.
      1356.16      168502.
      1356.17      166286.
      1356.18      163907.
      1356.19      161399.
      1356.20      158801.
      1356.21      156057.
      1356.22      153205.
      1356.22      150290.
      1356.23      147247.
      1356.24      144158.
      1356.25      140956.
      1356.26      137685.
      1356.27      134395.
      1356.28      131013.
      1356.29      127587.
      1356.30      124167.
      1356.31      120677.
      1356.32      117166.
      1356.33      113685.
      1356.34      110156.
      1356.35      106629.
      1356.36      103153.
      1356.37      99649.1
      1356.38      96167.0
      1356.39      92754.6
      1356.40      89333.5
      1356.41      85992.7
      1356.42      82654.6
      1356.43      79365.8
      1356.44      76169.9
      1356.45      72992.2
      1356.46      69876.3
      1356.47      66862.6
      1356.48      63879.7
      1356.49      60968.3
      1356.50      58164.8
      1356.51      55402.3
      1356.52      52717.6
      1356.53      50143.5
      1356.54      47617.8
      1356.55      45173.6
      1356.56      42839.8
      1356.57      40559.1
      1356.58      38387.4
      1356.59      36270.8
      1356.60      34236.2
      1356.61      32306.4
      1356.62      30433.0
      1356.63      28639.2
      1356.64      26944.3
      1356.65      25305.2
      1356.66      23741.7
      1356.67      22270.1
      1356.68      20852.2
      1356.69      19504.8
      1356.70      18241.2
      1356.71      17028.3
      1356.72      15879.9
      1356.73      14806.9
      1356.74      13780.6
      1356.75      12824.0
      1356.76      11911.1
      1356.77      11052.1
      1356.78      10254.2
      1356.79      9495.50
      1356.80      8784.08
      1356.81      8125.61
      1356.82      7501.72
      1356.83      6918.73
      1356.84      6381.00
      1356.85      5873.29
      1356.86      5400.50
      1356.87      4965.92
      1356.88      4557.00
      1356.89      4177.53
      1356.90      3829.91
      1356.91      3503.92
      1356.92      3205.98
      1356.93      2927.21
      1356.94      2669.98
      1356.95      2435.66
      1356.96      2217.16
      1356.97      2016.22
      1356.98      1833.80
      1356.99      1664.25
      1357.00      1508.85
      1357.01      1368.24
      1357.02      1237.99
      1357.03      1119.01
      1357.04      1011.70
      1357.05      912.626
      1357.06      822.423
      1357.07      741.340
      1357.08      666.725
      1357.09      599.799
      1357.10      538.346
      1357.11      482.701
      1357.12      432.953
      1357.13      387.421
      1357.14      346.327
      1357.15      309.708
      1357.16      276.301
      1357.17      246.248
      1357.18      219.554
      1357.19      195.280
      1357.20      173.515
      1357.21      154.244
      1357.22      136.777
      1357.23      121.345
      1357.24      107.387
      1357.25      94.9390
      1357.26      83.9764
      1357.27      74.0927
      1357.28      65.3061
      1357.29      57.5930
      1357.30      50.6611
      1357.31      44.5185
      1357.32      39.1435
      1357.33      34.3283
      1357.34      30.0749
      1357.35      26.3649
      1357.36      23.0519
      1357.37      20.1348
      1357.38      17.5983
