nm,front surface transmssion,substrate transmission,predicted QE (%)
966,73.502,57.0119,16.4901
967,73.4946,57.3168,16.1778
968,73.4873,57.6227,15.8646
969,73.48,57.9297,15.5503
970,73.4728,58.2376,15.2352
971,73.4656,58.5466,14.919
972,73.4584,58.8566,14.6018
973,73.4513,59.1675,14.2838
974,73.4442,59.4795,13.9647
975,73.4371,59.7926,13.6445
976,73.4301,60.1066,13.3235
977,73.4231,60.4217,13.0014
978,73.4162,60.7378,12.6784
979,73.4093,61.0549,12.3544
980,73.4024,61.373,12.0294
981,73.3956,61.6921,11.7035
982,73.3888,62.0123,11.3765
983,73.382,62.3335,11.0485
984,73.3753,62.6557,10.7196
985,73.3686,62.979,10.3896
986,73.362,63.3032,10.0588
987,73.3553,63.6285,9.7268
988,73.3487,63.9548,9.3939
989,73.3422,64.2822,9.06
990,73.3357,64.6106,8.7251
991,73.3292,64.94,8.3892
992,73.3228,65.2704,8.0524
993,73.3163,65.6018,7.7145
994,73.31,65.9343,7.3757
995,73.3036,66.2679,7.0357
996,73.2973,66.6024,6.6949
997,73.291,66.938,6.353
998,73.2848,67.2746,6.0102
999,73.2786,67.6123,5.6663
1000,73.2724,67.9509,5.3215
1001,73.2664,68.0432,5.2232
1002,73.2604,68.1464,5.114
1003,73.2544,68.2498,5.0046
1004,73.2484,68.337,4.9114
1005,73.2425,68.4047,4.8378
1006,73.2366,68.4706,4.766
1007,73.2308,68.5611,4.6697
1008,73.225,68.6869,4.5381
1009,73.2192,68.8288,4.3904
1010,73.2135,68.9481,4.2654
1011,73.2077,69.017,4.1907
1012,73.2021,69.045,4.1571
1013,73.1964,69.0774,4.119
1014,73.1908,69.1636,4.0272
1015,73.1852,69.3173,3.8679
1016,73.1796,69.5006,3.679
1017,73.1741,69.647,3.5271
1018,73.1686,69.7103,3.4583
1019,73.1631,69.7028,3.4603
1020,73.1577,69.6926,3.4651
1021,73.1523,69.7564,3.3959
1022,73.1469,69.923,3.2239
1023,73.1416,70.1481,2.9935
1024,73.1363,70.3395,2.7968
1025,73.131,70.4213,2.7097
1026,73.1257,70.3792,2.7465
1027,73.1205,70.314,2.8065
1028,73.1153,70.276,2.8393
1029,73.1102,70.3019,2.8083
1030,73.105,70.3999,2.7051
1031,73.0999,70.5475,2.5524
1032,73.0949,70.7018,2.3931
1033,73.0898,70.8185,2.2713
1034,73.0848,70.8704,2.2144
1035,73.0798,70.8588,2.221
1036,73.0749,70.8117,2.2632
1037,73.0699,70.7706,2.2993
1038,73.065,70.7728,2.2922
1039,73.0602,70.836,2.2242
1040,73.0553,70.9525,2.1028
1041,73.0505,71.093,1.9575
1042,73.0457,71.2197,1.826
1043,73.041,71.3014,1.7396
1044,73.0362,71.3268,1.7094
1045,73.0315,71.3077,1.7238
1046,73.0269,71.2735,1.7534
1047,73.0222,71.2582,1.764
1048,73.0176,71.2864,1.7312
1049,73.013,71.3645,1.6485
1050,73.0085,71.479,1.5295
