; Angstrom photons/s/cm2/A/sr
      1303.07      8114.40
      1303.08      7297.69
      1303.09      6565.15
      1303.10      5892.51
      1303.11      5283.44
      1303.12      4738.92
      1303.13      4240.55
      1303.14      3790.75
      1303.15      3389.93
      1303.16      3024.27
      1303.17      2695.33
      1303.18      2403.15
      1303.19      2137.46
      1303.20      1899.22
      1303.21      1688.29
      1303.22      1497.10
      1303.23      1328.19
      1303.24      1175.42
      1303.25      1039.16
      1303.26      919.170
      1303.27      810.987
      1303.28      714.813
      1303.29      630.388
      1303.30      554.515
      1303.31      487.281
      1303.32      428.448
      1303.33      375.743
      1303.34      329.188
      1303.35      288.579
      1303.36      252.316
      1303.37      220.387
      1303.38      192.624
