pixels-per-fwhm neff
0.235	1
0.47	1.0511
0.705	1.478
0.94	2.4087
1.175	3.7622
1.41	5.3724
1.645	7.1428
1.88	9.0834
1.99985	10.1524
2.115	11.2354
2.35	13.625
2.585	16.2628
2.82	19.1516
