0.001 39.0271 1.1055e+07 1e+07
0.001004 39.0271 485399 5.1873e+09
0.00102313 39.0286 202214 2.99417e+10
0.00109307 39.0504 102081 1.20469e+11
0.00126048 39.1669 65252.1 3.37162e+11
0.00143998 39.3192 54808.8 5.69486e+11
0.00161785 39.4581 50102.3 7.99704e+11
0.00182792 39.5974 46893.9 1.07161e+12
0.0020873 39.7371 44347.9 1.40733e+12
0.00240918 39.8743 42155.2 1.82395e+12
0.00281133 40.0075 40146 2.34446e+12
0.00331677 40.1363 38229.1 2.99867e+12
0.00396216 40.2616 36338.8 3.83401e+12
0.00479277 40.3836 34451 4.9091e+12
0.00588037 40.5035 32540.6 6.3168e+12
0.00733325 40.6225 30590.2 8.1973e+12
0.00931068 40.7414 28604.1 1.07503e+13
0.0121223 40.8633 26531.9 1.43786e+13
0.0164773 40.9952 24279.5 1.99846e+13
0.0257516 41.1715 21295.6 3.18249e+13
0.0348481 41.2818 19457.6 4.32839e+13
0.0466975 41.3814 17814.9 5.79033e+13
0.0622077 41.4708 16337.1 7.63185e+13
0.0826389 41.5492 14987 9.92536e+13
0.107454 41.6098 13827.2 1.25035e+14
0.131941 41.6473 12969.1 1.48397e+14
0.157423 41.6715 12261.3 1.70705e+14
0.184499 41.6861 11642.9 1.92547e+14
0.213693 41.6935 11079.9 2.14411e+14
0.245535 41.6946 10558.3 2.3643e+14
0.2806 41.6902 10057.8 2.59241e+14
0.3193 41.6807 9582.21 2.82496e+14
0.361873 41.6663 9118.75 3.06806e+14
0.408578 41.6472 8670.84 3.31931e+14
0.459596 41.6235 8238.54 3.57785e+14
0.515212 41.5953 7820.5 3.84375e+14
0.575671 41.5626 7415.97 4.11689e+14
0.641201 41.5256 7020.51 4.40209e+14
0.712062 41.4843 6637.64 4.69576e+14
0.788491 41.4388 6267.24 4.99834e+14
0.870651 41.3893 5909.8 5.31012e+14
0.958938 41.3361 5564.68 5.63313e+14
1.05357 41.2794 5232.56 5.96854e+14
1.15478 41.2198 4917.56 6.30909e+14
1.26271 41.1577 4620.27 6.65396e+14
1.37783 41.0936 4452.89 6.65396e+14
1.50034 41.0281 4288.17 6.65396e+14
1.63047 40.9618 4127.73 6.65396e+14
1.76842 40.8954 3972.91 6.65396e+14
1.91455 40.8293 3824.6 6.65396e+14
2.06913 40.764 3683.44 6.65396e+14
2.23229 40.6999 3549.92 6.65396e+14
2.40455 40.6371 3423.96 6.65396e+14
2.58606 40.5759 3305.54 6.65396e+14
2.77723 40.5165 3194.35 6.65396e+14
2.97908 40.4586 3089.71 6.65396e+14
3.19272 40.4022 2990.97 6.65396e+14
3.41992 40.347 2897.36 6.65396e+14
3.66149 40.2929 2808.61 6.65396e+14
3.91974 40.2398 2724 6.65396e+14
4 40.2242 2699.6 6.65396e+14
