model assumes 10 micron device thickness,,,
nm,front surface transmssion,substrate transmission,predicted QE (%)
659,67.5004,3.1935,64.3069
660,67.5092,3.252,64.2572
661,67.5185,3.3561,64.1624
662,67.5277,3.4632,64.0645
663,67.537,3.5733,63.9637
664,67.5464,3.6867,63.8597
665,67.5558,3.8032,63.7526
666,67.5652,3.9231,63.6421
667,67.5745,4.0458,63.5287
668,67.5838,4.171,63.4128
669,67.5931,4.2997,63.2934
670,67.6024,4.432,63.1704
671,67.6118,4.5679,63.0439
672,67.6212,4.7076,62.9136
673,67.6306,4.8511,62.7795
674,67.6398,4.9979,62.6419
675,67.6475,5.1456,62.5019
676,67.6553,5.2973,62.358
677,67.6631,5.4529,62.2102
678,67.671,5.6127,62.0583
679,67.6788,5.7766,61.9022
680,67.6867,5.9449,61.7418
681,67.6947,6.1175,61.5772
682,67.7015,6.1704,61.5311
683,67.708,6.1926,61.5154
684,67.7146,6.2149,61.4997
685,67.7212,6.2373,61.4839
686,67.7278,6.2596,61.4682
687,67.7345,6.2819,61.4526
688,67.7412,6.3043,61.4369
689,67.7479,6.3267,61.4212
690,67.7544,6.3491,61.4053
691,67.761,6.3715,61.3895
692,67.7677,6.3939,61.3738
693,67.7743,6.4164,61.3579
694,67.781,6.4389,61.3421
695,67.7877,6.4613,61.3264
696,67.7945,6.4838,61.3107
697,67.8009,6.5801,61.2208
698,67.807,6.753,61.054
699,67.8132,6.9299,60.8833
700,67.8194,7.1109,60.7085
701,67.8256,7.2962,60.5294
702,67.8319,7.4857,60.3462
703,67.8382,7.6796,60.1586
704,67.8445,7.8779,59.9666
705,67.8513,8.0798,59.7715
706,67.8588,8.2851,59.5737
707,67.8663,8.4951,59.3712
708,67.8739,8.7098,59.1641
709,67.8814,8.9293,58.9521
710,67.889,9.1537,58.7353
711,67.8966,9.3831,58.5135
712,67.9043,9.6176,58.2867
713,67.9105,9.7716,58.1389
714,67.9145,9.7987,58.1158
715,67.9186,9.8259,58.0927
716,67.9227,9.8531,58.0696
717,67.9268,9.8802,58.0466
718,67.9309,9.9074,58.0235
719,67.9351,9.9346,58.0005
720,67.9393,9.9617,57.9776
721,67.9438,10.03,57.9138
722,67.9499,10.2656,57.6843
723,67.9561,10.506,57.4501
724,67.9622,10.7514,57.2108
725,67.9684,11.0019,56.9665
726,67.9746,11.2574,56.7172
727,67.9808,11.5182,56.4626
728,67.987,11.7843,56.2027
729,67.9932,12.0558,55.9374
730,67.9978,12.1588,55.839
731,68.0017,12.1882,55.8135
732,68.0057,12.2176,55.7881
733,68.0096,12.2469,55.7627
734,68.0136,12.2763,55.7373
735,68.0175,12.3056,55.7119
736,68.0216,12.335,55.6866
737,68.0256,12.3643,55.6613
738,68.0296,12.3936,55.636
739,68.0356,12.663,55.3726
740,68.0416,12.9374,55.1042
741,68.0476,13.217,54.8306
742,68.0536,13.5019,54.5517
743,68.0597,13.7922,54.2675
744,68.0658,14.0879,53.9779
745,68.0719,14.3891,53.6828
746,68.078,14.6959,53.3821
747,68.084,14.9801,53.1039
748,68.089,15.0115,53.0775
749,68.094,15.043,53.051
750,68.0991,15.0744,53.0247
751,68.1041,15.1058,52.9983
752,68.1092,15.1372,52.972
753,68.1143,15.1686,52.9457
754,68.1194,15.2,52.9194
755,68.1245,15.2314,52.8931
756,68.1297,15.2628,52.8669
757,68.1334,15.5692,52.5642
758,68.1371,15.881,52.2561
759,68.1409,16.1982,51.9427
760,68.1447,16.5209,51.6238
761,68.1484,16.8492,51.2992
762,68.1522,17.183,50.9692
763,68.156,17.5226,50.6334
764,68.1599,17.868,50.2919
765,68.1637,18.2193,49.9444
766,68.1675,18.3486,49.8189
767,68.1714,18.3811,49.7903
768,68.1752,18.4135,49.7617
769,68.179,18.4459,49.7331
770,68.1829,18.4783,49.7046
771,68.1867,18.5107,49.676
772,68.1906,18.543,49.6476
773,68.1945,18.5753,49.6192
774,68.1984,18.6076,49.5908
775,68.2026,18.6708,49.5318
776,68.2083,19.0152,49.1931
777,68.214,19.3651,48.8489
778,68.2198,19.7204,48.4994
779,68.2255,20.0814,48.1441
780,68.2313,20.448,47.7833
781,68.2371,20.8204,47.4167
782,68.2429,21.1986,47.0443
783,68.2488,21.5826,46.6662
784,68.2546,21.9727,46.2819
785,68.2602,22.2593,46.0009
786,68.2649,22.2926,45.9723
787,68.2697,22.3259,45.9438
788,68.2744,22.3591,45.9153
789,68.2792,22.3923,45.8869
790,68.284,22.4255,45.8585
791,68.2889,22.4587,45.8302
792,68.2937,22.4919,45.8018
793,68.2986,22.525,45.7736
