nm,front surface transmssion,substrate transmission,predicted QE (%)
587,70.1664,0.0046,70.1618
588,70.1675,0.0047,70.1628
589,70.1688,0.0047,70.1641
590,70.1702,0.0048,70.1654
591,70.1694,0.0054,70.164
592,70.1672,0.0065,70.1607
593,70.1651,0.0078,70.1573
594,70.1631,0.0094,70.1537
595,70.1613,0.0113,70.15
596,70.1596,0.0135,70.1461
597,70.1583,0.0154,70.1429
598,70.1572,0.0174,70.1398
599,70.1562,0.0196,70.1366
600,70.1553,0.0222,70.1331
601,70.155,0.025,70.13
602,70.1548,0.028,70.1268
603,70.1541,0.0283,70.1258
604,70.1536,0.0287,70.1249
605,70.1531,0.0291,70.124
606,70.1528,0.0294,70.1234
607,70.1526,0.0298,70.1228
608,70.1526,0.0305,70.1221
609,70.1532,0.0325,70.1207
610,70.1539,0.0347,70.1192
611,70.1548,0.037,70.1178
612,70.1557,0.0394,70.1163
613,70.1567,0.042,70.1147
614,70.1574,0.0452,70.1122
615,70.1563,0.0506,70.1057
616,70.1553,0.0566,70.0987
617,70.1544,0.0632,70.0912
618,70.1536,0.0707,70.0829
619,70.1529,0.079,70.0739
620,70.1525,0.0873,70.0652
621,70.154,0.0883,70.0657
622,70.1557,0.0892,70.0665
623,70.1575,0.0902,70.0673
624,70.1593,0.0912,70.0681
625,70.1613,0.0922,70.0691
626,70.1634,0.0931,70.0703
627,70.1617,0.1054,70.0563
628,70.1591,0.1225,70.0366
629,70.1566,0.1424,70.0142
630,70.1543,0.1655,69.9888
631,70.152,0.1922,69.9598
632,70.1498,0.2231,69.9267
633,70.1486,0.2493,69.8993
634,70.1489,0.2634,69.8855
635,70.1493,0.2781,69.8712
636,70.1498,0.2936,69.8562
637,70.1504,0.3099,69.8405
638,70.1511,0.3271,69.824
639,70.1518,0.3452,69.8066
640,70.1522,0.3638,69.7884
641,70.1527,0.3832,69.7695
642,70.1532,0.4037,69.7495
643,70.1538,0.4251,69.7287
644,70.1546,0.4476,69.707
645,70.1554,0.4713,69.6841
646,70.1559,0.496,69.6599
647,70.1553,0.5217,69.6336
648,70.1548,0.5487,69.6061
649,70.1543,0.5769,69.5774
650,70.1539,0.6065,69.5474
651,70.1537,0.6375,69.5162
652,70.1535,0.67,69.4835
653,70.1529,0.6922,69.4607
654,70.1518,0.6971,69.4547
655,70.1508,0.702,69.4488
656,70.1499,0.7069,69.443
657,70.149,0.7119,69.4371
658,70.1483,0.7169,69.4314
659,70.1476,0.7219,69.4257
660,70.1472,0.7416,69.4056
661,70.1471,0.7774,69.3697
662,70.147,0.8147,69.3323
663,70.1471,0.8537,69.2934
664,70.1472,0.8945,69.2527
665,70.1474,0.937,69.2104
666,70.1477,0.9815,69.1662
667,70.1479,1.0277,69.1202
668,70.1481,1.0755,69.0726
669,70.1484,1.1254,69.023
670,70.1488,1.1775,68.9713
671,70.1493,1.2319,68.9174
672,70.1498,1.2885,68.8613
673,70.1504,1.3477,68.8027
674,70.1507,1.409,68.7417
675,70.1498,1.4716,68.6782
676,70.1489,1.5369,68.612
677,70.1482,1.6048,68.5434
678,70.1475,1.6756,68.4719
679,70.1468,1.7492,68.3976
680,70.1462,1.8258,68.3204
681,70.1457,1.9056,68.2401
682,70.1444,1.93,68.2144
683,70.143,1.9402,68.2028
684,70.1415,1.9503,68.1912
685,70.1402,1.9605,68.1797
686,70.1389,1.9707,68.1682
687,70.1377,1.981,68.1567
